"Date","Price","Open","High","Low","Vol.","Change %"
"01/07/2024","1.0005","1.0004","1.0007","1.0002","62.20M","0.00%"
"01/06/2024","1.0004","1.0008","1.0010","1.0001","73.60M","-0.04%"
"01/05/2024","1.0008","1.0009","1.0011","1.0004","185.46M","-0.01%"
"01/04/2024","1.0009","1.0005","1.0015","1.0004","207.32M","0.05%"
"01/03/2024","1.0005","1.0004","1.0088","1.0001","266.99M","0.00%"
"01/02/2024","1.0004","1.0002","1.0011","1.0000","154.17M","0.02%"
"01/01/2024","1.0002","0.9998","1.0004","0.9996","56.53M","0.05%"
"12/31/2023","0.9998","1.0002","1.0002","0.9995","51.24M","-0.05%"
"12/30/2023","1.0002","1.0004","1.0005","0.9999","55.88M","-0.02%"
"12/29/2023","1.0004","1.0009","1.0013","1.0001","161.62M","-0.04%"
"12/28/2023","1.0009","1.0007","1.0010","0.9999","182.68M","0.01%"
"12/27/2023","1.0007","1.0002","1.0010","0.9999","231.70M","0.06%"
"12/26/2023","1.0002","1.0001","1.0004","0.9994","114.93M","0.00%"
"12/25/2023","1.0001","1.0007","1.0007","0.9999","50.73M","-0.05%"
"12/24/2023","1.0007","1.0004","1.0010","1.0002","71.99M","0.02%"
"12/23/2023","1.0004","1.0008","1.0010","1.0002","68.71M","-0.04%"
"12/22/2023","1.0008","1.0001","1.0009","1.0000","147.52M","0.07%"
"12/21/2023","1.0001","1.0000","1.0003","0.9998","155.64M","0.01%"
"12/20/2023","1.0000","1.0000","1.0003","0.9996","169.59M","0.01%"
"12/19/2023","1.0000","0.9998","1.0000","0.9993","161.92M","0.02%"
"12/18/2023","0.9998","0.9994","0.9999","0.9989","137.81M","0.04%"
"12/17/2023","0.9994","0.9993","0.9995","0.9984","53.30M","0.00%"
"12/16/2023","0.9994","1.0001","1.0002","0.9992","44.22M","-0.08%"
"12/15/2023","1.0001","1.0002","1.0005","0.9998","123.87M","-0.01%"
"12/14/2023","1.0002","1.0002","1.0005","1.0000","169.71M","0.00%"
"12/13/2023","1.0002","0.9998","1.0003","0.9993","167.11M","0.04%"
"12/12/2023","0.9998","0.9998","1.0001","0.9991","168.79M","0.01%"
"12/11/2023","0.9998","1.0000","1.0005","0.9986","191.82M","-0.03%"
"12/10/2023","1.0000","1.0005","1.0005","0.9999","39.16M","-0.05%"
"12/09/2023","1.0005","1.0001","1.0007","1.0001","88.97M","0.04%"
"12/08/2023","1.0001","1.0004","1.0005","1.0000","132.50M","-0.02%"
"12/07/2023","1.0003","1.0000","1.0009","0.9999","141.43M","0.03%"
"12/06/2023","1.0000","1.0003","1.0007","0.9999","145.19M","-0.02%"
"12/05/2023","1.0003","1.0000","1.0003","0.9997","172.68M","0.03%"
"12/04/2023","0.9999","1.0002","1.0007","0.9995","177.92M","-0.03%"
"12/03/2023","1.0002","1.0005","1.0005","0.9998","53.97M","-0.02%"
"12/02/2023","1.0005","1.0003","1.0005","0.9999","40.49M","0.01%"
"12/01/2023","1.0003","1.0001","1.0005","0.9998","116.91M","0.02%"
"11/30/2023","1.0001","1.0003","1.0003","1.0000","104.17M","-0.02%"
"11/29/2023","1.0003","1.0004","1.0013","0.9999","141.16M","-0.01%"
"11/28/2023","1.0004","0.9999","1.0007","0.9999","151.55M","0.06%"
"11/27/2023","0.9999","1.0002","1.0008","0.9998","129.84M","-0.03%"
"11/26/2023","1.0001","1.0004","1.0005","0.9997","42.06M","-0.02%"
"11/25/2023","1.0003","1.0004","1.0007","1.0000","51.09M","-0.01%"
"11/24/2023","1.0004","1.0002","1.0007","1.0001","143.03M","0.02%"
"11/23/2023","1.0002","1.0003","1.0005","0.9999","90.09M","0.00%"
"11/22/2023","1.0002","1.0003","1.0006","0.9997","169.04M","0.00%"
"11/21/2023","1.0003","1.0007","1.0007","1.0000","183.78M","-0.04%"
"11/20/2023","1.0007","1.0005","1.0009","1.0000","228.30M","0.02%"
"11/19/2023","1.0005","1.0006","1.0007","1.0002","57.48M","-0.01%"
"11/18/2023","1.0006","1.0003","1.0007","1.0002","48.28M","0.03%"
"11/17/2023","1.0002","0.9999","1.0004","0.9999","166.99M","0.03%"
"11/16/2023","0.9999","1.0008","1.0009","0.9996","206.77M","-0.08%"
"11/15/2023","1.0008","1.0003","1.0009","1.0001","198.21M","0.05%"
"11/14/2023","1.0002","1.0002","1.0005","0.9994","149.58M","0.01%"
"11/13/2023","1.0001","1.0004","1.0008","1.0001","149.47M","-0.02%"
"11/12/2023","1.0004","0.9999","1.0012","0.9998","64.62M","0.05%"
"11/11/2023","0.9999","1.0002","1.0007","0.9998","59.01M","-0.03%"
"11/10/2023","1.0002","1.0001","1.0007","0.9997","141.37M","0.02%"
"11/09/2023","1.0000","1.0004","1.0006","0.9995","170.72M","-0.03%"
"11/08/2023","1.0003","1.0005","1.0006","1.0000","126.52M","0.00%"
"11/07/2023","1.0004","1.0003","1.0007","1.0001","114.27M","0.01%"
"11/06/2023","1.0003","1.0006","1.0009","1.0001","97.58M","-0.03%"
"11/05/2023","1.0006","1.0008","1.0010","1.0005","51.57M","-0.01%"
"11/04/2023","1.0007","1.0006","1.0009","1.0004","30.45M","0.01%"
"11/03/2023","1.0006","1.0001","1.0007","1.0000","101.13M","0.05%"
"11/02/2023","1.0001","1.0004","1.0008","1.0001","102.04M","-0.02%"
"11/01/2023","1.0003","1.0003","1.0007","0.9999","113.80M","0.00%"
"10/31/2023","1.0003","1.0005","1.0006","1.0002","114.83M","-0.01%"
"10/30/2023","1.0005","1.0003","1.0007","1.0000","126.13M","0.01%"
"10/29/2023","1.0003","1.0002","1.0005","1.0000","21.44M","0.02%"
"10/28/2023","1.0001","1.0002","1.0002","1.0000","30.86M","0.00%"
"10/27/2023","1.0001","1.0002","1.0002","0.9999","96.24M","-0.01%"
"10/26/2023","1.0002","1.0004","1.0004","0.9998","108.66M","-0.02%"
"10/25/2023","1.0004","0.9999","1.0006","0.9998","106.49M","0.05%"
"10/24/2023","0.9999","1.0004","1.0005","0.9996","151.00M","-0.05%"
"10/23/2023","1.0004","1.0001","1.0007","0.9999","113.48M","0.03%"
"10/22/2023","1.0001","1.0003","1.0006","1.0000","29.08M","-0.02%"
"10/21/2023","1.0003","1.0005","1.0005","1.0002","26.44M","-0.01%"
"10/20/2023","1.0005","1.0004","1.0007","1.0001","119.54M","0.01%"
"10/19/2023","1.0004","1.0002","1.0005","1.0001","102.90M","0.01%"
"10/18/2023","1.0002","1.0003","1.0006","1.0001","96.71M","-0.01%"
"10/17/2023","1.0003","1.0004","1.0007","1.0003","109.63M","0.00%"
"10/16/2023","1.0004","1.0001","1.0007","0.9998","141.83M","0.02%"
"10/15/2023","1.0001","1.0001","1.0002","0.9999","24.07M","0.00%"
"10/14/2023","1.0001","0.9999","1.0002","0.9998","32.92M","0.02%"
"10/13/2023","0.9999","0.9997","1.0000","0.9995","91.27M","0.02%"
"10/12/2023","0.9997","0.9998","1.0001","0.9995","121.35M","0.00%"
"10/11/2023","0.9998","1.0000","1.0003","0.9996","120.17M","-0.03%"
"10/10/2023","1.0000","1.0000","1.0003","0.9998","92.92M","0.00%"
"10/09/2023","1.0000","1.0005","1.0005","0.9998","87.58M","-0.05%"
"10/08/2023","1.0005","1.0006","1.0007","1.0004","22.65M","0.00%"
"10/07/2023","1.0006","1.0005","1.0007","1.0005","31.19M","0.01%"
"10/06/2023","1.0005","1.0000","1.0006","1.0000","96.79M","0.05%"
"10/05/2023","1.0000","1.0001","1.0003","0.9999","111.38M","-0.01%"
"10/04/2023","1.0000","1.0000","1.0002","0.9998","118.31M","0.00%"
"10/03/2023","1.0000","1.0001","1.0001","0.9997","105.66M","0.00%"
"10/02/2023","1.0000","0.9999","1.0007","0.9998","163.31M","0.02%"
"10/01/2023","0.9999","1.0002","1.0002","0.9998","32.60M","-0.03%"
"09/30/2023","1.0002","0.9999","1.0002","0.9999","31.81M","0.03%"
"09/29/2023","0.9999","1.0000","1.0001","0.9997","107.43M","-0.01%"
"09/28/2023","1.0000","0.9994","1.0001","0.9991","108.92M","0.07%"
"09/27/2023","0.9994","0.9996","0.9997","0.9991","130.71M","-0.02%"
"09/26/2023","0.9996","0.9998","0.9999","0.9995","108.07M","-0.02%"
"09/25/2023","0.9998","1.0001","1.0001","0.9995","69.99M","-0.03%"
"09/24/2023","1.0001","1.0002","1.0002","1.0000","17.40M","0.00%"
"09/23/2023","1.0001","1.0000","1.0001","0.9999","12.82M","0.02%"
"09/22/2023","1.0000","0.9999","1.0000","0.9997","70.68M","0.00%"
"09/21/2023","0.9999","1.0000","1.0001","0.9998","106.99M","-0.01%"
"09/20/2023","1.0000","1.0002","1.0003","0.9999","110.43M","-0.01%"
"09/19/2023","1.0001","1.0002","1.0003","0.9999","86.43M","0.00%"
"09/18/2023","1.0002","1.0002","1.0003","1.0000","108.40M","0.00%"
"09/17/2023","1.0002","1.0002","1.0004","1.0001","20.34M","-0.01%"
"09/16/2023","1.0002","1.0000","1.0003","1.0000","21.41M","0.02%"
"09/15/2023","1.0000","1.0001","1.0003","0.9999","106.22M","-0.02%"
"09/14/2023","1.0002","1.0001","1.0004","0.9998","115.06M","0.02%"
"09/13/2023","1.0001","0.9999","1.0003","0.9997","139.70M","0.01%"
"09/12/2023","0.9999","0.9997","1.0000","0.9995","162.25M","0.03%"
"09/11/2023","0.9997","0.9995","0.9998","0.9995","107.58M","0.01%"
"09/10/2023","0.9995","0.9998","0.9998","0.9995","21.27M","-0.02%"
"09/09/2023","0.9998","0.9997","0.9998","0.9996","17.72M","0.00%"
"09/08/2023","0.9997","0.9995","0.9998","0.9993","73.53M","0.02%"
"09/07/2023","0.9995","0.9994","0.9998","0.9992","97.70M","0.02%"
"09/06/2023","0.9994","0.9995","0.9996","0.9991","103.58M","-0.01%"
"09/05/2023","0.9995","0.9995","0.9996","0.9991","115.01M","0.00%"
"09/04/2023","0.9995","0.9998","0.9998","0.9995","70.39M","-0.04%"
"09/03/2023","0.9998","1.0000","1.0000","0.9997","21.44M","-0.01%"
"09/02/2023","0.9999","0.9997","0.9999","0.9996","14.40M","0.03%"
"09/01/2023","0.9997","0.9998","0.9999","0.9991","95.20M","-0.01%"
"08/31/2023","0.9998","1.0000","1.0001","0.9996","119.56M","-0.02%"
"08/30/2023","0.9999","0.9998","1.0000","0.9997","130.97M","0.01%"
"08/29/2023","0.9998","0.9994","1.0004","0.9991","187.48M","0.05%"
"08/28/2023","0.9994","0.9995","0.9996","0.9992","101.09M","-0.02%"
"08/27/2023","0.9995","0.9996","0.9998","0.9994","26.12M","0.00%"
"08/26/2023","0.9996","0.9995","0.9997","0.9993","26.57M","0.00%"
"08/25/2023","0.9995","0.9994","0.9998","0.9993","133.88M","0.01%"
"08/24/2023","0.9994","0.9998","0.9999","0.9993","102.00M","-0.03%"
"08/23/2023","0.9998","0.9994","0.9999","0.9991","102.11M","0.04%"
"08/22/2023","0.9994","0.9998","0.9999","0.9992","101.42M","-0.05%"
"08/21/2023","0.9998","0.9999","1.0000","0.9993","93.79M","-0.01%"
"08/20/2023","0.9999","0.9998","1.0000","0.9997","21.48M","0.02%"
"08/19/2023","0.9998","0.9997","1.0000","0.9994","18.04M","0.01%"
"08/18/2023","0.9997","1.0001","1.0002","0.9988","139.78M","-0.05%"
"08/17/2023","1.0001","0.9989","1.0004","0.9984","182.56M","0.13%"
"08/16/2023","0.9989","0.9989","0.9991","0.9987","120.93M","-0.01%"
"08/15/2023","0.9989","0.9991","0.9994","0.9984","97.72M","-0.01%"
"08/14/2023","0.9991","0.9993","0.9993","0.9984","111.39M","-0.03%"
"08/13/2023","0.9994","0.9995","0.9996","0.9993","16.38M","-0.01%"
"08/12/2023","0.9995","0.9991","0.9995","0.9991","19.08M","0.04%"
"08/11/2023","0.9991","0.9990","0.9991","0.9982","75.94M","0.01%"
"08/10/2023","0.9989","0.9994","0.9995","0.9986","82.60M","-0.04%"
"08/09/2023","0.9994","0.9996","0.9998","0.9991","98.55M","-0.03%"
"08/08/2023","0.9996","0.9988","1.0000","0.9986","103.05M","0.08%"
"08/07/2023","0.9988","0.9983","0.9991","0.9977","104.73M","0.06%"
"08/06/2023","0.9983","0.9989","0.9990","0.9982","17.19M","-0.07%"
"08/05/2023","0.9989","0.9985","0.9990","0.9983","15.08M","0.05%"
"08/04/2023","0.9985","0.9991","0.9994","0.9983","113.85M","-0.07%"
"08/03/2023","0.9991","0.9994","0.9994","0.9986","91.95M","-0.02%"
"08/02/2023","0.9994","0.9995","0.9997","0.9991","100.00M","-0.01%"
"08/01/2023","0.9995","0.9999","0.9999","0.9991","85.00M","-0.04%"
"07/31/2023","0.9998","0.9999","0.9999","0.9995","69.79M","-0.01%"
"07/30/2023","0.9999","1.0000","1.0000","0.9999","14.53M","0.00%"
"07/29/2023","0.9999","0.9999","1.0000","0.9999","16.34M","0.00%"
"07/28/2023","0.9999","0.9997","1.0000","0.9995","75.02M","0.03%"
"07/27/2023","0.9997","0.9999","0.9999","0.9995","85.35M","-0.02%"
"07/26/2023","0.9998","0.9999","1.0000","0.9995","95.32M","-0.01%"
"07/25/2023","0.9999","1.0000","1.0000","0.9997","72.11M","0.00%"
"07/24/2023","1.0000","0.9998","1.0000","0.9996","72.98M","0.01%"
"07/23/2023","0.9998","1.0001","1.0001","0.9998","12.32M","-0.02%"
"07/22/2023","1.0001","1.0001","1.0002","1.0000","17.90M","0.00%"
"07/21/2023","1.0001","0.9999","1.0001","0.9998","56.08M","0.02%"
"07/20/2023","0.9999","1.0000","1.0001","0.9997","63.90M","-0.01%"
"07/19/2023","0.9999","1.0000","1.0001","0.9997","64.56M","-0.01%"
"07/18/2023","1.0000","1.0000","1.0001","0.9997","69.46M","0.01%"
"07/17/2023","1.0000","1.0001","1.0002","0.9999","81.10M","-0.01%"
"07/16/2023","1.0001","1.0001","1.0003","0.9999","43.82M","0.00%"
"07/15/2023","1.0001","1.0005","1.0005","1.0001","42.19M","-0.03%"
"07/14/2023","1.0005","1.0000","1.0006","1.0000","121.16M","0.04%"
"07/13/2023","1.0000","1.0000","1.0005","0.9998","141.47M","0.00%"
"07/12/2023","1.0000","1.0000","1.0002","0.9996","83.74M","0.00%"
"07/11/2023","1.0000","1.0001","1.0002","0.9998","113.12M","0.00%"
"07/10/2023","1.0000","1.0002","1.0003","0.9997","105.03M","-0.02%"
"07/09/2023","1.0002","1.0002","1.0003","1.0001","25.79M","0.00%"
"07/08/2023","1.0002","1.0002","1.0002","1.0000","18.87M","0.00%"
"07/07/2023","1.0002","0.9999","1.0002","0.9998","107.05M","0.03%"
"07/06/2023","0.9999","0.9996","1.0001","0.9995","108.39M","0.02%"
"07/05/2023","0.9996","0.9999","1.0000","0.9995","87.43M","-0.03%"
"07/04/2023","0.9999","1.0000","1.0002","0.9998","70.37M","0.00%"
"07/03/2023","0.9999","0.9999","1.0004","0.9998","114.76M","0.00%"
"07/02/2023","0.9999","1.0001","1.0001","0.9999","29.56M","-0.01%"
"07/01/2023","1.0001","0.9999","1.0002","0.9997","94.21M","0.01%"
"06/30/2023","0.9999","0.9999","1.0000","0.9994","152.87M","0.01%"
"06/29/2023","0.9998","1.0000","1.0000","0.9997","107.58M","-0.01%"
"06/28/2023","1.0000","1.0000","1.0003","0.9997","107.99M","-0.01%"
"06/27/2023","1.0001","0.9998","1.0003","0.9996","130.55M","0.02%"
"06/26/2023","0.9999","0.9998","1.0000","0.9993","93.25M","0.00%"
"06/25/2023","0.9998","1.0002","1.0006","0.9995","51.75M","-0.04%"
"06/24/2023","1.0002","1.0005","1.0007","1.0001","39.51M","-0.02%"
"06/23/2023","1.0005","1.0000","1.0005","0.9998","112.31M","0.04%"
"06/22/2023","1.0000","0.9998","1.0004","0.9989","132.74M","0.03%"
"06/21/2023","0.9998","1.0003","1.0004","0.9995","107.88M","-0.05%"
"06/20/2023","1.0002","0.9998","1.0003","0.9994","100.36M","0.04%"
"06/19/2023","0.9998","0.9999","0.9999","0.9994","67.50M","-0.01%"
"06/18/2023","0.9999","0.9997","1.0000","0.9997","14.76M","0.02%"
"06/17/2023","0.9997","0.9993","0.9999","0.9992","22.59M","0.04%"
"06/16/2023","0.9994","0.9991","0.9994","0.9984","101.92M","0.02%"
"06/15/2023","0.9991","0.9997","0.9998","0.9955","197.18M","-0.06%"
"06/14/2023","0.9997","0.9997","0.9999","0.9993","83.48M","0.00%"
"06/13/2023","0.9997","0.9998","1.0000","0.9995","67.50M","0.00%"
"06/12/2023","0.9998","1.0000","1.0002","0.9996","87.96M","-0.03%"
"06/11/2023","1.0000","1.0004","1.0005","0.9999","27.30M","-0.04%"
"06/10/2023","1.0004","1.0000","1.0006","0.9993","86.68M","0.04%"
"06/09/2023","1.0000","1.0002","1.0005","0.9997","86.10M","-0.02%"
"06/08/2023","1.0002","1.0000","1.0004","0.9998","81.89M","0.01%"
"06/07/2023","1.0000","1.0000","1.0003","0.9998","101.27M","0.00%"
"06/06/2023","1.0000","1.0002","1.0003","0.9998","93.40M","-0.01%"
"06/05/2023","1.0002","1.0000","1.0003","0.9995","132.61M","0.02%"
"06/04/2023","1.0000","1.0002","1.0002","0.9999","16.59M","-0.03%"
"06/03/2023","1.0002","1.0003","1.0005","1.0001","15.22M","-0.01%"
"06/02/2023","1.0003","0.9999","1.0005","0.9997","87.78M","0.04%"
"06/01/2023","0.9999","1.0001","1.0002","0.9997","83.93M","-0.02%"
"05/31/2023","1.0001","1.0001","1.0002","0.9998","107.77M","0.00%"
"05/30/2023","1.0001","1.0001","1.0007","0.9997","92.00M","0.01%"
"05/29/2023","1.0000","1.0002","1.0002","0.9997","58.72M","-0.01%"
"05/28/2023","1.0002","1.0004","1.0004","1.0001","34.38M","-0.02%"
"05/27/2023","1.0003","1.0003","1.0004","1.0002","16.58M","0.01%"
"05/26/2023","1.0002","0.9999","1.0003","0.9998","72.12M","0.03%"
"05/25/2023","0.9999","0.9999","1.0000","0.9996","68.44M","0.00%"
"05/24/2023","0.9999","0.9999","1.0002","0.9991","92.34M","0.00%"
"05/23/2023","0.9999","1.0001","1.0003","0.9999","73.74M","-0.01%"
"05/22/2023","1.0001","1.0001","1.0001","0.9998","69.13M","-0.01%"
"05/21/2023","1.0001","1.0002","1.0003","1.0000","18.13M","-0.01%"
"05/20/2023","1.0002","1.0001","1.0003","1.0001","13.70M","0.01%"
"05/19/2023","1.0001","0.9999","1.0003","0.9999","56.33M","0.03%"
"05/18/2023","0.9998","1.0000","1.0001","0.9997","50.23M","-0.01%"
"05/17/2023","1.0000","1.0000","1.0002","0.9996","78.16M","0.00%"
"05/16/2023","1.0000","1.0001","1.0003","0.9998","72.75M","-0.02%"
"05/15/2023","1.0001","1.0003","1.0005","0.9999","70.56M","-0.01%"
"05/14/2023","1.0002","1.0005","1.0005","1.0002","19.12M","-0.02%"
"05/13/2023","1.0005","1.0005","1.0005","1.0002","16.90M","0.00%"
"05/12/2023","1.0005","1.0003","1.0007","0.9999","79.13M","0.02%"
"05/11/2023","1.0003","1.0007","1.0007","1.0001","74.94M","-0.04%"
"05/10/2023","1.0007","1.0004","1.0009","1.0000","107.15M","0.03%"
"05/09/2023","1.0003","1.0008","1.0008","1.0001","89.93M","-0.05%"
"05/08/2023","1.0008","1.0014","1.0015","1.0005","86.09M","-0.05%"
"05/07/2023","1.0014","1.0018","1.0018","1.0010","25.47M","-0.04%"
"05/06/2023","1.0018","1.0011","1.0019","1.0010","37.45M","0.07%"
"05/05/2023","1.0011","1.0004","1.0013","1.0002","66.91M","0.07%"
"05/04/2023","1.0003","1.0003","1.0005","1.0001","75.28M","0.01%"
"05/03/2023","1.0003","1.0005","1.0006","1.0001","82.48M","-0.03%"
"05/02/2023","1.0005","1.0002","1.0008","0.9998","86.59M","0.04%"
"05/01/2023","1.0001","1.0003","1.0004","0.9997","43.75M","-0.02%"
"04/30/2023","1.0003","1.0003","1.0006","1.0002","31.18M","0.00%"
"04/29/2023","1.0003","1.0005","1.0007","1.0003","29.27M","-0.02%"
"04/28/2023","1.0005","1.0001","1.0006","0.9997","84.49M","0.05%"
"04/27/2023","1.0000","1.0003","1.0005","0.9999","97.84M","-0.03%"
"04/26/2023","1.0003","1.0000","1.0005","0.9998","108.82M","0.03%"
"04/25/2023","1.0000","1.0000","1.0002","0.9995","75.38M","0.01%"
"04/24/2023","1.0000","0.9999","1.0001","0.9998","73.77M","0.01%"
"04/23/2023","0.9999","1.0002","1.0003","0.9998","26.54M","-0.03%"
"04/22/2023","1.0002","1.0001","1.0004","0.9999","14.51M","0.01%"
"04/21/2023","1.0001","1.0001","1.0008","0.9997","97.21M","0.01%"
"04/20/2023","1.0001","1.0005","1.0006","1.0000","71.70M","-0.04%"
"04/19/2023","1.0004","1.0003","1.0008","1.0000","124.32M","0.02%"
"04/18/2023","1.0002","1.0005","1.0008","0.9995","101.56M","-0.03%"
"04/17/2023","1.0005","1.0005","1.0007","1.0001","75.11M","0.01%"
"04/16/2023","1.0005","1.0007","1.0008","1.0000","34.12M","-0.03%"
"04/15/2023","1.0007","1.0008","1.0010","1.0006","27.41M","-0.01%"
"04/14/2023","1.0008","1.0010","1.0012","1.0006","84.41M","-0.02%"
"04/13/2023","1.0010","1.0004","1.0013","1.0004","79.26M","0.06%"
"04/12/2023","1.0004","1.0008","1.0012","1.0001","107.43M","-0.05%"
"04/11/2023","1.0008","1.0004","1.0010","1.0001","128.61M","0.04%"
"04/10/2023","1.0004","1.0005","1.0008","0.9999","87.12M","0.00%"
"04/09/2023","1.0005","1.0003","1.0006","1.0002","30.90M","0.02%"
"04/08/2023","1.0003","1.0005","1.0007","1.0002","25.89M","-0.02%"
"04/07/2023","1.0005","1.0003","1.0007","0.9997","51.43M","0.02%"
"04/06/2023","1.0003","1.0000","1.0005","0.9998","79.22M","0.03%"
"04/05/2023","1.0000","1.0002","1.0002","0.9999","99.82M","-0.02%"
"04/04/2023","1.0001","1.0000","1.0004","0.9999","105.94M","0.02%"
"04/03/2023","1.0000","1.0002","1.0002","0.9998","125.47M","-0.02%"
"04/02/2023","1.0002","1.0002","1.0003","0.9999","34.72M","-0.01%"
"04/01/2023","1.0002","1.0001","1.0004","1.0000","36.15M","0.02%"
"03/31/2023","1.0000","1.0000","1.0005","0.9997","132.51M","0.00%"
"03/30/2023","1.0000","1.0000","1.0003","0.9998","104.72M","0.00%"
"03/29/2023","1.0000","1.0001","1.0005","0.9997","111.09M","-0.01%"
"03/28/2023","1.0001","1.0002","1.0004","0.9994","112.11M","-0.01%"
"03/27/2023","1.0002","1.0009","1.0009","0.9996","122.68M","-0.06%"
"03/26/2023","1.0008","1.0008","1.0010","1.0006","32.32M","0.00%"
"03/25/2023","1.0008","1.0012","1.0014","1.0008","35.00M","-0.04%"
"03/24/2023","1.0012","1.0011","1.0014","1.0005","133.55M","0.00%"
"03/23/2023","1.0012","1.0018","1.0030","1.0011","207.27M","-0.07%"
"03/22/2023","1.0018","1.0016","1.0025","1.0003","193.26M","0.02%"
"03/21/2023","1.0016","1.0018","1.0030","1.0002","215.89M","-0.03%"
"03/20/2023","1.0019","1.0030","1.0036","1.0013","237.61M","-0.12%"
"03/19/2023","1.0031","1.0022","1.0031","1.0022","51.11M","0.08%"
"03/18/2023","1.0022","1.0023","1.0032","1.0021","55.39M","-0.01%"
"03/17/2023","1.0023","1.0020","1.0030","1.0009","292.07M","0.04%"
"03/16/2023","1.0020","1.0037","1.0038","1.0011","261.68M","-0.17%"
"03/15/2023","1.0037","1.0031","1.0050","1.0015","320.98M","0.06%"
"03/14/2023","1.0031","1.0041","1.0067","1.0011","432.36M","-0.11%"
"03/13/2023","1.0042","1.0073","1.0105","1.0011","320.09M","-0.32%"
"03/12/2023","1.0074","1.0077","1.0187","1.0056","275.38M","-0.03%"
"03/11/2023","1.0077","1.0034","1.0500","1.0003","402.75M","0.42%"
"03/10/2023","1.0035","1.0001","1.0049","0.9998","290.25M","0.34%"
"03/09/2023","1.0001","0.9998","1.0002","0.9994","193.36M","0.03%"
"03/08/2023","0.9998","0.9999","1.0001","0.9997","149.10M","-0.01%"
"03/07/2023","0.9999","0.9999","1.0001","0.9997","304.93M","0.00%"
"03/06/2023","0.9999","1.0000","1.0002","0.9997","210.35M","-0.01%"
"03/05/2023","1.0000","1.0000","1.0001","0.9999","30.16M","0.00%"
"03/04/2023","1.0000","1.0000","1.0002","0.9999","14.80M","-0.01%"
"03/03/2023","1.0001","1.0000","1.0005","0.9999","168.88M","0.01%"
"03/02/2023","1.0000","1.0001","1.0002","0.9998","163.63M","-0.01%"
"03/01/2023","1.0001","1.0001","1.0002","0.9998","163.57M","0.00%"
"02/28/2023","1.0001","1.0000","1.0003","0.9999","142.03M","0.01%"
"02/27/2023","1.0000","1.0001","1.0002","0.9998","172.64M","-0.01%"
"02/26/2023","1.0001","1.0001","1.0002","1.0000","63.36M","0.00%"
"02/25/2023","1.0001","1.0001","1.0002","0.9999","40.64M","0.00%"
"02/24/2023","1.0001","1.0001","1.0003","0.9999","267.71M","0.00%"
"02/23/2023","1.0001","1.0000","1.0003","0.9999","266.96M","0.01%"
"02/22/2023","1.0000","1.0001","1.0003","0.9998","219.93M","-0.01%"
"02/21/2023","1.0001","1.0000","1.0003","0.9999","147.75M","0.01%"
"02/20/2023","1.0000","1.0002","1.0003","0.9999","96.42M","-0.02%"
"02/19/2023","1.0002","1.0002","1.0003","1.0000","37.91M","0.01%"
"02/18/2023","1.0001","1.0001","1.0003","1.0000","58.73M","-0.01%"
"02/17/2023","1.0002","1.0001","1.0004","0.9997","233.90M","0.02%"
"02/16/2023","1.0000","1.0001","1.0003","0.9999","292.33M","-0.01%"
"02/15/2023","1.0001","1.0003","1.0005","1.0000","205.99M","-0.02%"
"02/14/2023","1.0003","1.0006","1.0009","1.0000","353.13M","-0.03%"
"02/13/2023","1.0006","1.0002","1.0029","1.0001","408.31M","0.04%"
"02/12/2023","1.0002","1.0001","1.0002","0.9999","39.83M","0.01%"
"02/11/2023","1.0001","1.0001","1.0002","0.9999","59.25M","0.00%"
"02/10/2023","1.0001","1.0000","1.0003","0.9999","143.49M","0.01%"
"02/09/2023","1.0000","1.0000","1.0003","0.9998","165.57M","0.00%"
"02/08/2023","1.0000","1.0001","1.0003","0.9997","153.76M","-0.01%"
"02/07/2023","1.0001","1.0000","1.0002","0.9997","181.40M","0.01%"
"02/06/2023","1.0000","1.0002","1.0003","0.9998","164.45M","-0.02%"
"02/05/2023","1.0002","1.0000","1.0003","1.0000","56.77M","0.02%"
"02/04/2023","1.0000","1.0001","1.0002","0.9999","41.50M","-0.01%"
"02/03/2023","1.0001","1.0001","1.0003","0.9997","160.65M","0.00%"
"02/02/2023","1.0001","1.0001","1.0003","0.9999","204.59M","0.00%"
"02/01/2023","1.0001","1.0001","1.0002","0.9999","164.13M","0.00%"
"01/31/2023","1.0001","1.0001","1.0003","0.9998","121.34M","0.00%"
"01/30/2023","1.0001","1.0001","1.0003","0.9998","151.94M","0.00%"
"01/29/2023","1.0001","1.0003","1.0003","1.0000","36.88M","-0.02%"
"01/28/2023","1.0003","1.0003","1.0004","1.0001","39.76M","0.00%"
"01/27/2023","1.0003","1.0000","1.0004","1.0000","137.77M","0.03%"
"01/26/2023","1.0000","1.0001","1.0004","0.9997","139.03M","-0.02%"
"01/25/2023","1.0002","1.0002","1.0004","0.9999","156.29M","0.00%"
"01/24/2023","1.0002","1.0002","1.0003","0.9996","193.13M","0.01%"
"01/23/2023","1.0001","1.0002","1.0003","0.9999","166.03M","-0.01%"
"01/22/2023","1.0002","1.0001","1.0003","1.0000","54.24M","0.01%"
"01/21/2023","1.0001","1.0001","1.0005","1.0000","60.07M","0.00%"
"01/20/2023","1.0001","1.0000","1.0003","0.9998","147.16M","0.01%"
"01/19/2023","1.0000","0.9999","1.0001","0.9997","144.85M","0.01%"
